Data wystawienia;Kontrahent;Przychód;Rozchód
11.03.2019;Cargilll Poland Sp. z o.o. Oddzia³ w Bielanach Wr;0;3
07.03.2019;BFF INVESTMENTS POLSKA SP. z o.o.;0;1
06.03.2019;K.B. INVEST SPp. z o.o. Sp. K.;0;2
06.03.2019;KEA IBB Sp. z o.o. ;2;0
05.03.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
05.03.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
28.02.2019;KEA IBB Sp. z o.o. ;0;2
27.02.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
22.02.2019;SEKA S.A.;0;2
21.02.2019;D+H Polska Sp. z o.o.;0;1
18.02.2019;Sodexo Polska Sp. z o.o.;0;14
31.01.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
31.01.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
31.01.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
22.01.2019;DRAPA£A ZARZ¥DZANIE NIERUCHOMOŒCIAMI ;0;1
22.01.2019;WSPÓLNOTA MIESZKANIOWA PRZY UL.CHA£UPNICZEJ 55-65;0;1
22.01.2019;Gimnazjum Nr 13 im.Unii Europejskiej;0;10
16.01.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
11.01.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
11.01.2019;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
11.01.2019;IPF SERVICE Sp. z o.o.;0;1
11.01.2019;IPF SERVICE Sp. z o.o.;0;1
11.01.2019;IPF SERVICE Sp. z o.o.;0;1
04.01.2019;;290;0
31.12.2018;WTB INSTALACJE - Pawe³ Knysz;0;7
20.12.2018;Szko³a Podstawowa Nr 73;0;2
20.12.2018;ABM alarm Jan Kalin;0;1
20.12.2018;ADMI Sp. z o.o.;0;1
20.12.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;10
18.12.2018;RTC Œwieradowska Sp. z o.o.;0;2
14.12.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
12.12.2018;Cargilll Poland Sp. z o.o. Oddzia³ w Bielanach Wr;0;8
07.12.2018;DEVCO Sp. z o.o.;0;1
07.12.2018;Wspólnota Mieszkaniowa przy ul. Antoniego Wiwulski;0;1
07.12.2018;"Wspólnota Mieszkaniowa ""¯wirki i Wigury""";0;1
07.12.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
29.11.2018;Zespó³ Szkó³ Nr 18;0;3
29.11.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
29.11.2018;WSPÓLNOTA MIESZKANIOWA UL.RYBACKA  38-40 W O£AWIE;0;2
27.11.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
27.11.2018;Wspólnota Mieszkaniowa ul. Krzycka 83,83a,83b,83c,;0;1
16.11.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
15.11.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
15.11.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
14.11.2018;Szko³a Podstawowa Nr 51;0;5
07.11.2018;Zespó³ Elekrociep³owni Wroc³awskich KOGENERACJA S.;0;30
07.11.2018;Wspólnota Lokalowo-Mieszkaniowa Rynek 60 Wroc³aw;0;1
31.10.2018;"Wspólnota Mieszkaniowa ""Zielona Przystañ""";0;1
31.10.2018;Wspólnota Mieszkaniowa przy ul. Zatorskiej 106-126;0;2
31.10.2018;Wspólnota Mieszkaniowa ul.Zatorska 92-104;0;2
31.10.2018;Wspólnota Mieszkaniowa „ Mosiê¿na 3-21”;0;16
31.10.2018;Wspólnota Mieszkaniowa „ JUTRZENKI 19-19A-19B”;0;2
30.10.2018;WSPÓLNOTA MIESZKANIOWA „DO¯YNKOWA 15-19”;0;1
30.10.2018;Wspólnota Mieszkaniowa „ KOWARZYKA 9-17 „;0;4
29.10.2018;ATRIUM DOMINIKAÑSKA Sp. z o.o.;0;6
29.10.2018;"Wspólnota Mieszkaniowa ""Partynicka 36-50""";0;1
25.10.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
25.10.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
16.10.2018;Szko³a Podstawowa nr 1 im. Miko³aja Kopernika;0;3
16.10.2018;EKOPOLMAL Jolanta Koleœniczenko;0;1
09.10.2018;Match Point M.W.Matyja Sp. j.;0;2
05.10.2018;AUTO-SAM Witold Warulik;0;1
03.10.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
03.10.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
03.10.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
26.09.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
26.09.2018;First PFM Sp. z o.o.;0;1
22.09.2018;WM UL. RYBNICKA 18-18N WE WROC£AWIU;0;2
20.09.2018;D+H Polska Sp. z o.o.;0;5
20.09.2018;DS Smith Polska sp. z o.o.;0;1
20.09.2018;Apleona HSG Sp. z o.o.;0;4
18.09.2018;SCHENKER Sp. z o.o. w Warszawie Oddzia³ Wroc³aw;0;10
13.09.2018;Zespó³ Szkó³ Teleinformacyjnych i Elektronicznych;0;1
12.09.2018;Cargilll Poland Sp. z o.o. Oddzia³ w Bielanach Wr;0;1
12.09.2018;Cargilll Poland Sp. z o.o. Oddzia³ w Bielanach Wr;0;17
10.09.2018;ENGIE SERVICES Sp. z o.o.;0;10
10.09.2018;Wspólnota Mieszkaniowa ul. Dmowskiego 19 a,b,c,d;0;4
06.09.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
06.09.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
31.08.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
28.08.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
28.08.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
22.08.2018;"Wspólnota Mieszkaniowa ,,PARKOWE Z£OTNIKI""";0;3
20.08.2018;Szko³a Podstawowa Nr 83 im. Jana Kasprowicza;0;2
17.08.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
17.08.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
10.08.2018;Wspólnota Mieszkaniowa Graniczna 1-13, Mieszczañsk;0;1
10.08.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
07.08.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
24.07.2018;WSPÓLNOTA MIESZKANIOWA LA BOHEME  UL. POBO¯NEGO 11;0;1
20.07.2018;Cargilll Poland Sp. z o.o. Oddzia³ w Bielanach Wr;0;3
13.07.2018;CEDO Spólka z o.o.;0;1
09.07.2018;Zinel Facility Management Sp. z o.o.;0;20
09.07.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
09.07.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
03.07.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
29.06.2018;Wspólnota Mieszkaniowa „Zwyciêska IV” ul. Zwyciêsk;0;1
21.06.2018;D+H Polska Sp. z o.o.;0;1
20.06.2018;FAM SA;0;1
15.06.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
13.06.2018;Wspólnota Mieszkaniowa ul. Pochy³a 7, Têczowa 68;0;2
12.06.2018;"Przedszkole nr 1 ""Planeta Uœmiechu"" ";0;1
07.06.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
07.06.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
04.06.2018;WM PRZY UL. JANA PAW£A II 1,3,5,7 SIECHNICE;0;4
30.05.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;5
30.05.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;10
30.05.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
29.05.2018;KORF ISOLMATIC SP. Z O.O.;0;1
29.05.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;10
29.05.2018;Wspólnota Mieszkaniowa ul.Bierutowska 13-15;0;1
25.05.2018;"Wspólnota Mieszkaniowa ""Odra House""";0;1
25.05.2018;Wspólnota Mieszkaniowa ul. Jagie³³y 3,5;0;1
23.05.2018;Wspólnota Mieszkaniowa przy ul. Pawiej 20;0;1
17.05.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;7
17.05.2018;Superhobby Market Budowlany Sp. zoo;0;4
15.05.2018;Wspólnota Mieszkaniowa przy ul. Semaforowej 31-93 ;0;1
09.05.2018;Szko³a Podstawowa nr 77 im. Tadeusza Ró¿ewicza;0;1
09.05.2018;Sportowa Szko³a Podstawowa Nr 72;0;1
08.05.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
08.05.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
26.04.2018;Piotr Walus;0;1
26.04.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
26.04.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
25.04.2018;Zespó³ Szkó³ Nr 18;0;7
24.04.2018;IPF SERVICE Sp. zo.o.;0;1
20.04.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
18.04.2018;IPF SERVICE Sp. zo.o.;0;1
18.04.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
18.04.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
12.04.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
12.04.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
11.04.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
10.04.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;5
10.04.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
10.04.2018;BFF INVESTMENTS POLSKA SP. z o.o.;0;3
10.04.2018;Cargilll Poland Sp. z o.o. Oddzia³ w Bielanach Wr;0;23
10.04.2018;Dolnoœl¹ski Specjalny Oœrodek Szkolno-Wychowawczy ;0;1
05.04.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
28.03.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
23.03.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;11
23.03.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
19.03.2018;Zespó³ Szkó³ Gastronomicznych;0;2
15.03.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
12.03.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
12.03.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
07.03.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
02.03.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
27.02.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
27.02.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
22.02.2018;Leszczyñski Center S.C.;0;1
15.02.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
06.02.2018;Gimnazjum Nr 13 im.Unii Europejskiej;0;1
06.02.2018;D+H Polska Sp. z o.o.;0;1
05.02.2018;PHU DOKAMA Sp. z o.o.;0;1
29.01.2018;WSPÓLNOTA MIESZKANIOWA PRZY UL.CHA£UPNICZEJ 55-65;0;2
19.01.2018;"P.H.U. ""MARBUD"" Mariusz Grzywaczewski";0;10
17.01.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
17.01.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
15.01.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
15.01.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
11.01.2018;HEESUNG PRECISION POLAND Sp. z o.o.;0;10
11.01.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
11.01.2018;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
31.12.2017;;54;0
29.12.2017;Cargilll Poland Sp. z o.o. Oddzia³ w Bielanach Wr;0;15
22.12.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
19.12.2017;VITA SPÓ£KA Z OGRANICZON¥ ODPOWIEDZIALNOŒCI¥;0;2
15.12.2017;KALIZEA Polska Sp. z o.o.;0;1
15.12.2017;Zespó³ Elekrociep³owni Wroc³awskich KOGENERACJA S.;0;1
15.12.2017;WSPÓLNOTA MIESZKANIOWA BABIEGO LATA 9-15B ;0;2
06.12.2017;CS NATURA TOUR Sp. z o.o. ;0;1
04.12.2017;Szko³a Podstawowa Nr 73;0;5
30.11.2017;WSPÓLNOTA MIESZKANIOWA UL.RYBACKA  38-40 W O£AWIE;0;1
29.11.2017;"Wspólnota Mieszkaniowa ""PrzyjaŸni 36-38""";0;2
29.11.2017;"OŒRODEK KSZTA£CENIA I DOSKONALENIA ZAWODOWEGO ""EDU";0;1
27.11.2017;WSPÓLNOTA MIESZKANIOWA  JARACZA 37F, H,J,K,M,N ;0;2
16.11.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;10
16.11.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
16.11.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
14.11.2017;ATRIUM POLAND 1 Sp. zo.o. Dominikañska 2 S.K.;0;4
13.11.2017;Cargilll Poland Sp. z o.o. Oddzia³ w Bielanach Wr;0;18
10.11.2017;Szko³a Podstawowa nr 1 im. Miko³aja Kopernika;0;1
10.11.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;20
06.11.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
06.11.2017;ROBERT BURSZEWSKI;0;4
31.10.2017;Barbara Piasecka Keys;0;1
30.10.2017;WSPÓLNOTA MIESZKANIOWA „ JUTRZENKI 58-62 „;0;2
30.10.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
30.10.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
26.10.2017;D+H Polska Sp. z o.o.;0;4
24.10.2017;Wspólnota Mieszkaniowa przy ul. Zatorskiej 106-126;0;2
24.10.2017;Wspólnota Mieszkaniowa ul.Zatorska 92-104;0;2
17.10.2017;Wspólnota Mieszkaniowa „ Mosiê¿na 3-21”;0;22
17.10.2017;Szko³a Podstawowa Nr 1 im. Kardyna³a Boles³awa Kom;0;5
10.10.2017;"Wspólnota Mieszkaniowa ""Roœlinna""";0;1
10.10.2017;"Wspólnota Mieszkaniowa ""¯wirki i Wigury""";0;4
10.10.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
10.10.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;4
10.10.2017;"Wspólnota Mieszkaniowa ""Partynicka 36-50""";0;1
09.10.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
05.10.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
05.10.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
05.10.2017;"Wspólnota Mieszkaniowa Impressio I"" ";0;1
05.10.2017;Zespó³ Szkó³ Nr 18;0;7
02.10.2017;PRO-KLIMA Sp. z o.o.;0;2
27.09.2017;Przedsiêbiorstwo Budowlane SAWREM sp.c Danuta Sawi;0;1
21.09.2017;ZAK£AD METALIZACJI PRÓ¯NIOWEJ MAREK GRODZKI;520;0
18.09.2017;Wspólnota Mieszkaniowa „Osiedle Chabrowe 79-97”;0;1
12.09.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
12.09.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;4
08.09.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
08.09.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
01.09.2017;;30;0
01.09.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
31.08.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
31.08.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
31.08.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
31.08.2017;SEKA S.A.;0;4
31.08.2017;SEKA S.A.;0;1
24.08.2017;D+H Polska Sp. z o.o.;0;2
24.08.2017;BIELANY MEGAPOLIS Sp. z o.o. Sp.K.;0;1
21.08.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
21.08.2017;Cargilll Poland Sp. z o.o. Oddzia³ w Bielanach Wr;0;7
18.08.2017;SEKA S.A.;0;10
16.08.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
16.08.2017;D+H Polska Sp. z o.o.;0;1
16.08.2017;"OŒRODEK KSZTA£CENIA I DOSKONALENIA ZAWODOWEGO ""EDU";0;2
10.08.2017;SPO£EM PSS PO£UDNIE we Wroc³awiu;0;1
10.08.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
10.08.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
01.08.2017;;40;0
10.07.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
10.07.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
05.07.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
05.07.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
03.07.2017;DS Smith Polska sp. z o.o.;0;1
29.06.2017;MARBUD Beata G³ogowska;0;1
28.06.2017;A.S. CONSULTING Aleksandra Soko³owska-Stasiñska;0;1
28.06.2017;DEVCO Sp. z o.o.;0;1
27.06.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;5
26.06.2017;SEKA S.A.;0;4
26.06.2017;SEKA S.A.;0;1
22.06.2017;Cargilll Poland Sp. z o.o. Oddzia³ w Bielanach Wr;0;1
21.06.2017;Piotr Walus;0;1
21.06.2017;Piotr Walus;0;7
20.06.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
19.06.2017;TOPACZ INVESTMENTS Sp. z o.o.;0;1
16.06.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
16.06.2017;DONG YANG Electronics Sp. z o.o.;0;1
09.06.2017;"Przedszkole nr 1 ""Planeta Uœmiechu"" ";0;1
31.05.2017;Wspólnota Mieszkaniowa ROYAL APARTAMENTS;0;1
29.05.2017;Wspólnota Mieszkaniowa Graniczna 1-13, Mieszczañsk;0;2
29.05.2017;Zespó³ Szkó³ Nr 3 we Wroc³awiu;0;7
25.05.2017;Wspólnota Mieszkaniowa PRZY ARSENALE;0;3
25.05.2017;Gimnazjum Nr 21 im. T.Ró¿ewicza;0;1
23.05.2017;Sportowa Szko³a Podstawowa Nr 72;0;2
23.05.2017;Wspólnota Mieszkaniowa ul. RzeŸbiarska 5-13;0;1
23.05.2017;SEKA S.A.;0;8
23.05.2017;Wspólnota Mieszkaniowa ul. £ubinowa 3b-3g;0;1
23.05.2017;Wspólnota Mieszkaniowa ul. Motylkowa 2-2B/£ubinowa;1;0
19.05.2017;Wojskowe Towarzystwo Budownictwa Spo³ecznego ;0;4
18.05.2017;Wspólnota Mieszkaniowa REZYDENCJA DUBOIS;0;1
18.05.2017;SEKA S.A.;0;5
18.05.2017;Zespó³ Elekrociep³owni Wroc³awskich KOGENERACJA S.;0;10
18.05.2017;Superhobby Market Budowlany Sp. zoo;0;2
15.05.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
12.05.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
12.05.2017;ADAR Adam Dudek;0;3
11.05.2017;"Wspólnota Mieszkaniowa ""Ró¿y Wiatrów""";0;2
11.05.2017;Wspólnota Mieszkaniowa ul. PrzyjaŸni 6;0;2
09.05.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
05.05.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
04.05.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
27.04.2017;Wspólnota Mieszkaniowa ul. Motylkowa 2-2B/£ubinowa;0;1
19.04.2017;Zespó³ Elekrociep³owni Wroc³awskich KOGENERACJA S.;0;1
13.04.2017;Zespó³ Szkó³ Nr 18;0;7
12.04.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
12.04.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
12.04.2017;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
11.04.2017;Port Lotniczy Wroc³aw S.A.;0;1
