Data wystawienia;Kontrahent;Przychód;Rozchód
06.02.2015;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
02.02.2015;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
29.01.2015;Zespó³ Szkolno-Przedszkolny Nr 13;0;2
23.01.2015;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
22.01.2015;Specjalny Oœrodek Szkolno-Wychowawczy Nr 11;0;10
19.01.2015;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
19.01.2015;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
15.01.2015;D+H Polska Sp. z o.o.;0;3
12.01.2015;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
31.12.2014;;0;19
29.12.2014;Cargilll Poland Sp. z o.o. Oddzia³ w Bielanach Wr;0;9
29.12.2014;Cargilll Poland Sp. z o.o. Oddzia³ w Bielanach Wr;0;5
24.12.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
22.12.2014;;0;50
16.12.2014;ROMA Roma Szymakowska;0;1
12.12.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
12.12.2014;"Firma Us³ugowo-Handlowa ""BEA"" Piotr Borowy";0;1
12.12.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;5
10.12.2014;RTC Œwieradowska Sp. z o.o.;0;2
08.12.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
08.12.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
08.12.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
08.12.2014;D+H Polska Sp. z o.o.;0;4
02.12.2014;Leszczyñski Center S.C.;0;1
02.12.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
27.11.2014;Minimax Polska Sp.z o.o.;0;1
26.11.2014;Zespó³ Szkó³ Nr 3 we Wroc³awiu;0;4
20.11.2014;"Wspólnota Mieszkaniowa ""Braterska 7-27""";0;1
19.11.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
19.11.2014;"Baseny Miejskie ""Termy Jakuba"" Sp. z o.o.";0;1
12.11.2014;KEA Sp. Jawna Irena i Bogdan Baszak;0;4
12.11.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
07.11.2014;Wspólnota Mieszkaniowa Siostrzana 2-8;0;1
04.11.2014;Plac Strzelecki Sp. z o.o.;0;1
31.10.2014;DONG YANG Electronics Sp. z o.o.;0;2
31.10.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;6
28.10.2014;"Wspólnota Mieszkaniowa ""Poleska 43-47B""";0;1
21.10.2014;Match Point M.W.Matyja Sp. j.;0;1
21.10.2014;D+H Polska Sp. z o.o.;0;1
16.10.2014;ALTOM Alicja Namys³owska Konowrocka sp.j.;0;2
11.10.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
11.10.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
10.10.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
10.10.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
08.10.2014;Oœrodek Techniki J¹drowej POLON;0;1
08.10.2014;Wspólnota Mieszkaniowa „ Mosiê¿na 3-21”;0;1
03.10.2014;Atrium Dominikañska Sp. z o.o.;0;2
03.10.2014;FAM Grupa Kapita³owa SA;0;1
26.09.2014;"Wspólnota Mieszkaniowa ""Roœlinna""";0;1
25.09.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
25.09.2014;Cargilll Poland Sp. z o.o. Oddzia³ w Bielanach Wr;0;14
08.09.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
08.09.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
08.09.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
03.09.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
28.08.2014;ADMI Sp. z o.o.;0;1
27.08.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
27.08.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
07.08.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
05.08.2014;Publiczna Szko³a Podstawowa im. Stefana Kardyna³a;0;2
18.07.2014;Cargilll Poland Sp. z o.o. Oddzia³ w Bielanach Wr;0;4
18.07.2014;Zespó³ Elekrociep³owni Wroc³awskich KOGENERACJA S.;0;5
17.07.2014;Europejskie Censtrum Kszta³cenia Stylistów;0;2
15.07.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
10.07.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
10.07.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
16.06.2014;KEA Sp. Jawna Irena i Bogdan Baszak;0;2
09.06.2014;"Stow. pw. MBNP "" Przyjaciele Seniorów """;0;1
30.05.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;4
27.05.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
23.05.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
16.05.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
16.05.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
16.05.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
07.05.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
29.04.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;8
24.04.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
23.04.2014;PKP Energetyka S.A. Oddzia³ w Warszawie-Us³ugi ul.;0;3
22.04.2014;Cargilll Poland Sp. z o.o. Oddzia³ w Bielanach Wr;0;7
15.04.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
14.04.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
09.04.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
04.04.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
02.04.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
02.04.2014;Sportowa Szko³a Podstawowa Nr 72;0;1
31.03.2014;"Wspólnota Mieszkaniowa ""Przy S³owiañskim Wzgórzu"" ";0;2
28.03.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
28.03.2014;Surfland Sp. z o.o.S.K.A.;0;2
28.03.2014;Wspólnota Mieszkaniowa ul.Bierutowska 13-15;0;1
28.03.2014;"Wspólnota Mieszkaniowa ""Ró¿y Wiatrów""";0;2
28.03.2014;Wspólnota Mieszkaniowa ul. Motylkowa 6a;0;1
26.03.2014;"Wspólnota Mieszkaniowa ""Na Zagonach""";0;1
19.03.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
19.03.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
18.03.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
13.03.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
10.03.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
10.03.2014;Szko³a Podstawowa Nr 71 im.Leona Kruczkowskiego;0;1
10.03.2014;Zespó³ Szkó³ Gastronomicznych;0;2
20.02.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;20
13.02.2014;Leszczyñski Center S.C.;0;4
13.02.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
13.02.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
11.02.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
11.02.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
10.02.2014;Zespó³ Elekrociep³owni Wroc³awskich KOGENERACJA S.;0;5
07.02.2014;D+H Polska Sp. z o.o.;0;6
31.01.2014;Gminny Oœrodek Pomocy Spo³ecznej;0;2
22.01.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
20.01.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
15.01.2014;Szko³a Podstawowa Nr 9 im. Wincentego Pola;0;1
14.01.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
14.01.2014;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
14.01.2014;"Przedsiêbiorstwo Budowlane ""MAXBUD"" ABJ Sp. z o.o.";0;1
14.01.2014;Cargilll Poland Sp. z o.o. Oddzia³ w Bielanach Wr;0;2
08.01.2014;Zak³ad Szklarski Olesiñski Andrzej;200;0
31.12.2013;;0;2
30.12.2013;Zak³ad Szklarski Olesiñski Andrzej;200;0
13.12.2013;DEVCO Sp. z o.o.;0;1
12.12.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;4
11.12.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
03.12.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;10
22.11.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
22.11.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
12.11.2013;ARMACELL POLAND Sp. z o.o.;0;2
08.11.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
08.11.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
31.10.2013;Wspólnota Lokatorsko-Mieszkaniowa Rynek 60;0;1
28.10.2013;D+H Polska Sp. z o.o.;0;1
25.10.2013;Wspólnota Mieszkaniowa ul. Poranna 16-18;0;1
25.10.2013;"Przedszkole nr 1 ""Planeta Uœmiechu"" ";0;1
25.10.2013;D+H Polska Sp. z o.o.;0;1
18.10.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
16.10.2013;Zespó³ Elekrociep³owni Wroc³awskich KOGENERACJA S.;0;6
14.10.2013;Jacek £ozowski;0;1
10.10.2013;"Wspólnota Mieszkaniowa ""Poleska 43-47B""";0;3
10.10.2013;"Wspólnota Mieszkaniowa ""Strzegomska 42""";0;1
09.10.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
07.10.2013;"Wspólnota Mieszkaniowa ""Partynicka 36-50""";0;1
07.10.2013;"Wspólnota Mieszkaniowa ""Zielona Przystañ""";0;1
04.10.2013;Wspólnota Mieszkaniowa „ Mosiê¿na 3-21”;0;8
27.09.2013;ILWRO Joint Venture Spó³ka z o.o.;0;8
25.09.2013;Wspólnota Mieszkaniowa Przy ul. P³oñskiego 7-9;0;2
25.09.2013;"Wspólnota Mieszkaniowa ""Zwyciêska 14F""";0;2
23.09.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
23.09.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
23.09.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
23.09.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
17.09.2013;"Wspólnota Mieszkaniowa ""Osiedle Chabrowe""";0;2
17.09.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
17.09.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
04.09.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
02.09.2013;Leszczyñski Center S.C.;0;1
02.09.2013;"FABRYKI MEBLI ""FORTE"" S.A. w Ostrowi Mazowieckiej";0;1
23.08.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
16.08.2013;Szko³a Podstawowa Nr 68 im.II Tysi¹clecia ;0;1
16.08.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
16.08.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
31.07.2013;Zak³ad Szklarski Olesiñski Andrzej;100;0
30.07.2013;Publiczna Szko³a Podstawowa im. Stefana Kardyna³a;0;4
26.07.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;4
26.07.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
25.07.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
25.07.2013;ULTRANET Sp. z o.o.;0;2
23.07.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
17.07.2013;"PRZEDSIÊBIORSTWO HANDLOWO-US£UGOWE ""LiR""";0;1
15.07.2013;Cargill Poland Sp. z o.o. Oddzia³ w Bielanach Wr ;0;4
11.07.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
10.07.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
02.07.2013;D+H Polska Sp. z o.o.;0;3
01.07.2013;Robert Bosch Sp. z o.o. ;0;1
25.06.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
25.06.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
20.06.2013;Zak³ady Przemys³u Odzie¿owego OTIS Sp. z o.o.;0;1
12.06.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
12.06.2013;A.S. CONSULTING Aleksandra Soko³owska-Stasiñska;0;4
06.06.2013;Zespó³ Szkolno-Przedszkolny Nr 12;0;4
28.05.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
28.05.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
28.05.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
27.05.2013;Wspólnota Mieszkaniowa przy ul. Semaforowej 31-93 ;0;1
13.05.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
13.05.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
13.05.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
13.05.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
09.05.2013;Wspólnota Mieszkaniowa Tapicerska 1-7, Rymarska 19;0;2
06.05.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
25.04.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
25.04.2013;Wspólnota Mieszkaniowa Graniczna 1-13, Mieszczañsk;0;1
23.04.2013;Multilayer Pipe Company Sp. z o.o.;0;3
22.04.2013;Krawiecka 1 Sp. z o.o.;0;3
19.04.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
18.04.2013;Zespó³ Szkó³ Ponadgimnazjalnych Nr 2 im. Zjednocz;0;1
17.04.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;8
11.04.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
11.04.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
11.04.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
11.04.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
03.04.2013;D+H Polska Sp. z o.o.;0;2
29.03.2013;Szko³a Podstawowa Nr 71 im.Leona Kruczkowskiego;0;1
27.03.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
27.03.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
25.03.2013;Port Lotniczy Wroc³aw S.A.;0;1
18.03.2013;Cargill (Polska) Sp. z o.o. Oddzia³ Bielany ;0;10
14.03.2013;D+H Polska Sp. z o.o.;0;3
13.03.2013;SCHENKER Sp. z o.o. w Warszawie Oddzia³ Wroc³aw;0;2
12.03.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
12.03.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
21.02.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
21.02.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
21.02.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
18.02.2013;"Zak³ad Us³ugowo-Handlowy ""INSTAL-LECH"" Leszek";0;2
14.02.2013;D+H Polska Sp. z o.o.;0;2
14.02.2013;Zespó³ Elekrociep³owni Wroc³awskich KOGENERACJA S.;0;53
13.02.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
08.02.2013;Cargill (Polska) Sp. z o.o. Oddzia³ Bielany ;0;1
05.02.2013;Wspólnota Mieszkaniowa przy ul. Têczowej 70-76a;0;4
04.02.2013;Wspólnota Mieszkaniowa ul. Zdrowa 18-24, Pochy³a 1;0;3
04.02.2013;Wspólnota Mieszkaniowa ul. Pochy³a 7, Têczowa 68;0;6
01.02.2013;Wspólnota Mieszkaniowa przy ul.Pochy³ej 9-17;0;7
01.02.2013;"Wspólnota Mieszkaniowa ""Odra House""";0;2
01.02.2013;Wspólnota Mieszkaniowa ul. Jagie³³y 3,5;0;3
01.02.2013;Wspólnota Mieszkaniowa ul. Kamieñskiego 55a;0;1
01.02.2013;Makro Cash and Carry Polska SA;0;1
28.01.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;9
25.01.2013;Gminny Oœrodek Sportu i Rekraacji w Siechnicach;0;1
24.01.2013;Wspólnota Mieszkaniowa ul. Wietrzna 12-14e;0;5
24.01.2013;Wspólnota Mieszkaniowa ul. PrzyjaŸni 6;0;5
24.01.2013;Wspólnota Mieszkaniowa ul. Wiejska 3,3A,5,5A;0;1
24.01.2013;DEVCO Sp. z o.o.;0;1
22.01.2013;"Wspólnota Mieszkaniowa ""Na Zagonach""";0;3
22.01.2013;"Wspólnota Mieszkaniowa ""Ró¿y Wiatrów""";0;5
17.01.2013;Wspólnota Mieszkaniowa ul.Œlê¿na 112,112a,112b,112;0;3
17.01.2013;Wspólnota Mieszkaniowa przy ul. Pawiej 20;0;1
17.01.2013;Adam Wargacki;0;1
15.01.2013;Wspólnota Mieszkaniowa ul. Motylkowa 6a;0;1
15.01.2013;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
14.01.2013;Wspólnota Mieszkaniowa ul. £ubinowa 1d-1g,3-3a;0;4
11.01.2013;Wspólnota Mieszkaniowa ul. Wiwulskiego 14-16,RzeŸb;0;3
11.01.2013;Wspólnota Mieszkaniowa przy ul. Damrota 33-33A, ul;0;2
11.01.2013;Wspólnota Mieszkaniowa ul. RzeŸbiarska 5-13;0;5
11.01.2013;Wspólnota Mieszkaniowa ul.Bierutowska 13-15;0;2
10.01.2013;DOMUS NIERUCHOMOŒCI Sp. z o.o. Sp.k.;0;2
10.01.2013;Wspólnota Mieszkaniowa ul.Zatorska 92-104;0;2
31.12.2012;;0;187
28.12.2012;;0;33
28.12.2012;DEVCO Sp. z o.o.;0;1
21.12.2012;RTC Œwieradowska Sp. z o.o.;0;1
20.12.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
19.12.2012;WSPÓLNOTA MIESZKANIOWA ul.Partynicka;0;2
18.12.2012;Wspólnota Mieszkaniowa „OSIEDLE LITERACKIE”;0;2
12.12.2012;Wspólnota Mieszkaniowa;0;2
12.12.2012;"Wspólnota Mieszkaniowa ""PrzyjaŸni 36-38""";0;1
12.12.2012;"Wspólnota Mieszkaniowa ""Partynicka""";0;2
12.12.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;4
04.12.2012;D+H Polska Sp. z o.o.;0;3
03.12.2012;D+H Polska Sp. z o.o.;0;4
03.12.2012;"Wspólnota Mieszkaniowa ""Park O³taszyn""";0;2
26.11.2012;TOPACZ INVESTMENT Sp. z o.o.;0;1
23.11.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
23.11.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
22.11.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
19.11.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
19.11.2012;Szko³a Podstawowa Nr 1;0;1
19.11.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
14.11.2012;Szko³a Podstawowa Nr 51;0;1
14.11.2012;Szko³a Podstawowa Nr 83 im. Jana Kasprowicza;0;4
14.11.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
13.11.2012;Zespó³ Elekrociep³owni Wroc³awskich KOGENERACJA S.;0;1
13.11.2012;NOW-BUD Jaros³aw Nowak;0;5
09.11.2012;PRO-KLIMA Marcin Szewczyk;0;2
08.11.2012;Zak³ad Szklarski Olesiñski Andrzej;40;0
06.11.2012;Cargill (Polska) Sp. z o.o. Oddzia³ Bielany ;0;9
05.11.2012;D+H Polska Sp. z o.o.;0;1
