Data wystawienia;Kontrahent;Przychód;Rozchód
02.11.2012;Robert Bosch Sp. z o.o. ;0;1
23.10.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
19.10.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
19.10.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
18.10.2012;D+H Polska Sp. z o.o.;0;1
18.10.2012;D+H Polska Sp. z o.o.;0;8
10.10.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
09.10.2012;D+H Polska Sp. z o.o.;0;1
05.10.2012;Wspólnota Lokatorsko-Mieszkaniowa Rynek 60;0;2
04.10.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
01.10.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;5
01.10.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
27.09.2012;Biliñski Waldemar;0;3
26.09.2012;"Wspólnota Mieszkaniowa ""Zielona Przystañ B""";0;1
26.09.2012;"Wspólnota Mieszkaniowa ""Strzegomska 42""";0;1
21.09.2012;Zespó³ Elekrociep³owni Wroc³awskich KOGENERACJA S.;0;1
20.09.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
13.09.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
13.09.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;5
13.09.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
12.09.2012;Zespó³ Szkó³ Teleinformacyjnych i Elektronicznych;0;11
11.09.2012;Wspólnota Mieszkaniowa „ Mosiê¿na 3-21”;0;9
10.09.2012;Wspólnota Mieszkaniowa „ Malownicza „;0;6
03.09.2012;Gimnazjum Nr 4 im. Ojca Œwiêtego Jana Paw³a II;0;1
29.08.2012;Wspólnota Mieszkaniowa „Osiedle Chabrowe 79-97”;0;4
24.08.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
24.08.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
24.08.2012;CEDO Spólka z o.o.;0;3
16.08.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
25.07.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
18.07.2012;Robert Bosch Sp. z o.o. ;0;1
13.07.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
13.07.2012;Gimnazjum Nr 4 im. Ojca Œwiêtego Jana Paw³a II;0;20
05.07.2012;PETER LACKE POLSKA Sp. z o.o.;0;1
05.07.2012;PHU DOKAMA Sp. z o.o.;0;2
01.07.2012;Robert Bosch Sp. z o.o. ;0;2
21.06.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
21.06.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
21.06.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
06.06.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
04.06.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
04.06.2012;PHU INBUD Zygmunt Chwa³czyñski;0;1
01.06.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;4
01.06.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
14.05.2012;Zak³ad Szklarski Olesiñski Andrzej;500;0
11.05.2012;Zespó³ Elekrociep³owni Wroc³awskich KOGENERACJA S.;0;8
02.05.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
26.04.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
23.04.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;7
19.04.2012;Multilayer Pipe Company Sp. z o.o.;0;4
11.04.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
10.04.2012;Zespó³ Elekrociep³owni Wroc³awskich KOGENERACJA S.;0;20
06.04.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;20
04.04.2012;Cargill (Polska) Sp. z o.o. Oddzia³ Bielany ;0;4
30.03.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
16.03.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
16.03.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
01.03.2012;Robert Bosch Sp. z o.o. ;0;1
27.02.2012;"Wy¿sza Szko³a Zarz¹dzania ""Edukacja""";0;1
20.02.2012;D+H Polska Sp. z o.o.;0;1
17.02.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
17.02.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
17.02.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
16.02.2012;PROFI-BUD ;0;4
15.02.2012;D+H Polska Sp. z o.o.;0;2
15.02.2012;CHATEX Sp. z o.o.;0;5
31.01.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
23.01.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
23.01.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
19.01.2012;PHU INBUD Zygmunt Chwa³czyñski;0;1
19.01.2012;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
17.01.2012;DEVCO Sp. z o.o.;0;4
04.01.2012;Klimpar Ryszard Szo³tysek,Pawe³ Krok;0;4
03.01.2012;"Przedsiêbiorstwo Budowlane ""MAXBUD"" ABJ Sp. z o.o.";0;2
31.12.2011;;26;0
30.12.2011;Cargill (Polska) Sp. z o.o. Oddzia³ Bielany ;0;5
23.12.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
19.12.2011;HOCHTIEF Facility Management Polska Sp. z o.o.;0;1
13.12.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
13.12.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
09.12.2011;"Przedsiêbiorstwo Budowlane ""MAXBUD"" ABJ Sp. z o.o.";0;6
08.12.2011;"Przedsiêbiorstwo Budowlano-Projektowe ""MAT""";0;2
07.12.2011;Wspólnota Mieszkaniowa PrzyjaŸñ;0;3
01.12.2011;Robert Bosch Sp. z o.o. ;0;11
29.11.2011;Match Point M.W.Matyja Sp. j.;0;1
29.11.2011;Szko³a Podstawowa Nr 1;0;1
29.11.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;12
25.11.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
17.11.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
17.11.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
17.11.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
04.11.2011;Zespó³ Elekrociep³owni Wroc³awskich KOGENERACJA S.;0;50
03.11.2011;EMC INSTYTUT MEDYCZNY SA;0;3
31.10.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
31.10.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
31.10.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
31.10.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
31.10.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
31.10.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
31.10.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
26.10.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
26.10.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;5
26.10.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
11.10.2011;D+H Polska Sp. z o.o.;0;2
10.10.2011;EKODYNAMIC Sp. z o.o. Spó³ka Komandytowa;0;1
04.10.2011;Zespó³ Elekrociep³owni Wroc³awskich KOGENERACJA S.;0;6
30.09.2011;S¥D REJONOWY DLA WROC£AWIA-FABRYCZNEJ;0;2
30.09.2011;TOYA S.A.;0;1
29.09.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
29.09.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
29.09.2011;"Wspólnota Mieszkaniowa ""Partynicka 36-50""";0;2
28.09.2011;"Wspólnota Mieszkaniowa ""Witkowska 11-15a""";0;2
23.09.2011;D+H Polska Sp. z o.o.;0;3
15.09.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
15.09.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
15.09.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
15.09.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
12.09.2011;Zespó³ Szkó³ Teleinformacyjnych i Elektronicznych;0;2
05.09.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
01.09.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
23.08.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
16.08.2011;Cargill (Polska) Sp. z o.o. Oddzia³ Bielany ;0;2
10.08.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
10.08.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
10.08.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
09.08.2011;TOPACZ INVESTMENT Sp. z o.o.;0;1
15.07.2011;TRIADA-DOM Wachowiak Œliwiak Spó³ka Jawna;0;3
14.07.2011;A.S. CONSULTING Aleksandra Soko³owska-Stasiñska;0;1
12.07.2011;Cargill (Polska) Sp. z o.o. Oddzia³ Bielany ;0;1
08.07.2011;Match Point M.W.Matyja Sp. j.;0;1
08.07.2011;Wspólnota Mieszkaniowa Zielona Przystañ;0;1
04.07.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
30.06.2011;TOPACZ INVESTMENT Sp. z o.o.;0;6
30.06.2011;Zespó³ Szkolno-Przedszkolny Nr 12;0;10
28.06.2011;ATM Grupa S.A.;0;1
27.06.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
22.06.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
08.06.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
08.06.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
02.06.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
02.06.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
02.06.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
31.05.2011;Zak³ad Karny Nr 2 we Wroc³awiu;0;1
23.05.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
23.05.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
23.05.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
09.05.2011;Port Lotniczy Wroc³aw S.A.;0;3
05.05.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
29.04.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
29.04.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;8
28.04.2011;Multilayer Pipe Company Sp. z o.o.;0;6
27.04.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
13.04.2011;Cargill (Polska) Sp. z o.o. Oddzia³ Bielany ;0;1
11.04.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
11.04.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
06.04.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
05.04.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
05.04.2011;MAGDALENAEUM Sp. z o.o.;0;2
11.03.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
01.03.2011;Makro Cash and Carry Polska SA;0;1
28.02.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
28.02.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
24.02.2011;Zespó³ Elekrociep³owni Wroc³awskich KOGENERACJA S.;0;35
23.02.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
23.02.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
15.02.2011;AKIRA JACEK KRAWCZYK;0;1
14.02.2011;Leszczyñski Center S.C.;0;1
10.02.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;9
01.02.2011;Cargill (Polska) Sp. z o.o. Oddzia³ Bielany ;0;2
31.01.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
31.01.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;5
31.01.2011;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
31.12.2010;;0;31
29.12.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
28.12.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
27.12.2010;DHL EXPRESS (Poland) Sp. z o.o.;0;1
22.12.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
21.12.2010;"Wspólnota Mieszkaniowa ""Strzegomska 42""";0;1
15.12.2010;Wspólnota Mieszkaniowa ATRIUM;0;5
14.12.2010;RTC Œwieradowska Sp. z o.o.;0;2
07.12.2010;Bank Polska Kasa Opieki S.A.;0;1
07.12.2010;Bank Polska Kasa Opieki S.A.;0;1
01.12.2010;Robert Bosch Sp. z o.o. ;0;1
01.12.2010;ARMACELL POLAND Sp. z o.o.;0;2
23.11.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
18.11.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
10.11.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
10.11.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
04.11.2010;Oœrodek Techniki J¹drowej POLON;0;6
04.11.2010;Oœrodek Techniki J¹drowej POLON;0;14
03.11.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
03.11.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;6
02.11.2010;Cargill (Polska) Sp. z o.o. Oddzia³ Bielany ;0;2
28.10.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
27.10.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
27.10.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
27.10.2010;Zespó³ Elekrociep³owni Wroc³awskich KOGENERACJA S.;0;45
20.10.2010;Zak³ad Szklarski Olesiñski Andrzej;540;0
18.10.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
18.10.2010;EMC INSTYTUT MEDYCZNY SA;0;1
18.10.2010;"Wspólnota Mieszkaniowa ""Marka H³aski 1""";0;2
14.10.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
14.10.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
01.10.2010;D+H Polska Sp. z o.o.;0;3
07.09.2010;Zespó³ Elekrociep³owni Wroc³awskich KOGENERACJA S.;0;13
06.09.2010;"Przedszkole Nr 74 ""Ma³y Piekarczyk""";0;1
31.08.2010;"PRZEDSIÊBIORSTWO HANDLOWO-US£UGOWE ""LiR""";0;3
30.08.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
26.08.2010;"Wspólnota Mieszkaniowa ""PrzyjaŸni""";0;2
03.08.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
03.08.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
28.07.2010;CHATEX Sp. z o.o.;0;4
15.07.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
15.07.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
13.07.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
06.07.2010;Zespó³ Szkolno-Przedszkolny Nr 12;0;17
05.07.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
05.07.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
05.07.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
28.06.2010;Robert Bosch Sp. z o.o. ;0;1
28.06.2010;Szko³a Podstawowa Nr 30;0;1
16.06.2010;HOUSE VD Sp. z o.o.SKA;0;1
10.06.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
10.06.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
10.06.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
10.06.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
20.05.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
20.05.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
20.05.2010;S¹d Rejonowy dla Wroc³awia-Krzyków we Wroc³awiu;0;1
17.05.2010;Zak³ad Karny Nr 2 we Wroc³awiu;0;1
07.05.2010;PPHU PIO-INSTAL Piotr Wójcik;0;20
06.05.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
06.05.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
05.05.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
05.05.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
05.05.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
05.05.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
05.05.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
22.04.2010;CARINA SILICONES Sp. z o.o.;0;2
21.04.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
21.04.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
21.04.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
13.04.2010;SCHENKER Sp. z o.o. w Warszawie Oddzia³ Wroc³aw;0;3
01.04.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
01.04.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
30.03.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
30.03.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
19.03.2010;MAGDALENAEUM Sp. z o.o.;0;2
18.03.2010;Zespó³ Elekrociep³owni Wroc³awskich KOGENERACJA S.;0;20
11.03.2010;Zespó³ Elekrociep³owni Wroc³awskich KOGENERACJA S.;0;5
08.03.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
05.03.2010;HFP S.A.;0;1
01.03.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
01.03.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;6
18.02.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
15.02.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
08.02.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
08.02.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
05.02.2010;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
04.02.2010;DEVCO Sp. z o.o.;0;3
19.01.2010;EMC INSTYTUT MEDYCZNY SA;0;3
31.12.2009;;14;0
29.12.2009;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
29.12.2009;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
04.12.2009;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
26.11.2009;Szko³a Podstawowa Nr 51;0;6
25.11.2009;Wspólnota Mieszkaniowa ATRIUM;0;5
25.11.2009;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
25.11.2009;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
24.11.2009;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;2
05.11.2009;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
05.11.2009;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;3
05.11.2009;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
28.10.2009;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
26.10.2009;Zespó³ Elekrociep³owni Wroc³awskich KOGENERACJA S.;0;3
14.10.2009;KAUFLAND POLSKA MARKETY Sp. z o.o. Sp.k.;0;1
08.10.2009;STEPHAN ELEKTRONIK INVESTMENT Spó³ka z o.o.;0;5
07.10.2009;Cargill (Polska) Sp. z o.o. Oddzia³ Bielany ;0;6
